,date,transect,quadrat,water depth,notes
1641,3/13/17,M-1-W,42,NA,
1642,3/13/17,M-1-W,23,NA,
1643,3/13/17,M-1-W,9,NA,
1644,3/13/17,M-1-W,7,NA,
1645,3/13/17,M-1-W,5,NA,
1646,3/15/17,C-1,32,NA,
1647,3/15/17,C-1,31,NA,
1648,3/15/17,C-1,19,NA,
1649,3/15/17,C-1,12,NA,
1650,3/15/17,C-1,10,NA,
1651,3/15/17,M-2,37,NA,
1652,3/15/17,M-2,34,NA,
1653,3/15/17,M-2,26,NA,
1654,3/15/17,M-2,23,NA,
1655,3/15/17,M-2,20,NA,
1656,3/16/17,C-2,41,NA,
1657,3/16/17,C-2,36,0,
1658,3/16/17,C-2,15,0,
1659,3/16/17,C-2,14,NA,
1660,3/16/17,C-2,6,0,
1661,3/16/17,M-3,50,0,
1662,3/16/17,M-3,36,NA,
1663,3/16/17,M-3,16,NA,
1664,3/16/17,M-3,13,0,
1665,3/16/17,M-3,6,NA,
1666,3/16/17,M-4-S,49,NA,
1667,3/16/17,M-4-S,26,NA,
1668,3/16/17,M-4-S,23,NA,
1669,3/16/17,M-4-S,20,NA,
1670,3/16/17,M-4-S,6,NA,
1671,3/20/17,M-5,36,NA,
1672,3/20/17,M-5,35,NA,
1673,3/20/17,M-5,27,NA,
1674,3/20/17,M-5,17,NA,
1675,3/20/17,M-5,5,NA,
1676,3/24/17,M-4-C,46,NA,
1677,3/24/17,M-4-C,42,NA,
1678,3/24/17,M-4-C,20,NA,
1679,3/24/17,M-4-C,17,NA,
1680,3/24/17,M-4-C,4,NA,
1681,3/24/17,M-4-N,36,NA,
1682,3/24/17,M-4-N,33,NA,
1683,3/24/17,M-4-N,32,NA,
1684,3/24/17,M-4-N,14,NA,
1685,3/24/17,M-4-N,11,NA,
1686,5/8/17,M-1-E,32,NA,
1687,5/8/17,M-1-E,3,NA,
1688,5/8/17,M-1-E,37,NA,
1689,5/8/17,M-1-E,30,NA,
1690,5/8/17,M-1-E,11,NA,
1691,5/8/17,M-1-W,9,NA,
1692,5/8/17,M-1-W,24,NA,
1693,5/8/17,M-1-W,25,27,
1694,5/8/17,M-1-W,36,NA,
1695,5/8/17,M-1-W,43,13,
1696,5/11/17,C-1,17,NA,
1697,5/11/17,C-1,13,NA,
1698,5/11/17,C-1,8,NA,
1699,5/11/17,C-1,4,NA,
1700,5/11/17,C-1,3,NA,
1701,5/11/17,M-2,42,NA,
1702,5/11/17,M-2,30,NA,
1703,5/11/17,M-2,14,NA,
1704,5/11/17,M-2,11,NA,
1705,5/11/17,M-2,3,NA,
1706,5/11/17,C-2,48,14,
1707,5/11/17,C-2,36,NA,
1708,5/11/17,C-2,29,NA,
1709,5/11/17,C-2,6,NA,
1710,5/11/17,C-2,2,NA,
1711,5/16/17,M-3,46,31,
1712,5/16/17,M-3,44,26,
1713,5/16/17,M-3,43,14,
1714,5/16/17,M-3,24,24,
1715,5/16/17,M-3,17,NA,
1716,5/16/17,M-4-S,45,19,
1717,5/16/17,M-4-S,40,24,
1718,5/16/17,M-4-S,28,29,
1719,5/16/17,M-4-S,12,26,
1720,5/16/17,M-4-S,11,26,
1721,5/16/17,M-4-C,46,10,
1722,5/16/17,M-4-C,42,30,
1723,5/16/17,M-4-C,19,20,
1724,5/16/17,M-4-C,14,31,
1725,5/16/17,M-4-C,3,NA,
1726,5/22/17,M-4-N,50,0,
1727,5/22/17,M-4-N,47,NA,
1728,5/22/17,M-4-N,28,19,
1729,5/22/17,M-4-N,17,18,
1730,5/22/17,M-4-N,11,28,
,5/22/17,M-S,49,10,
,5/22/17,M-S,36,NA,
,5/22/17,M-S,35,14,
,5/22/17,M-S,27,18,
,5/22/17,M-S,14,32,
,7/6/17,M-1-E,20,23,
,7/6/17,M-1-W,50,41,
,7/6/17,M-1-W,37,18,
,7/13/17,C-1,44,26,
,7/13/17,C-1,31,17,
,7/13/17,C-1,19,25,
,7/13/17,C-1,15,24,
,7/13/17,C-1,16,20,
,7/18/17,M-2,13,26.5,
,7/18/17,M-2,14,18,
,7/18/17,M-2,33,18,
,7/18/17,M-2,47,27,
,7/18/17,M-2,48,35,
,7/18/17,C-2,47,23,
,7/18/17,C-2,40,N/A,
,7/18/17,C-2,34,18,
,7/18/17,C-2,16,27,
,7/18/17,C-2,13,32,
,7/24/17,M-3,1,17,
,7/24/17,M-3,3,10,
,7/24/17,M-3,20,17,
,7/24/17,M-3,29,22,
,7/24/17,M-3,48,,
,7/24/17,M-4-S,7,38,
,7/24/17,M-4-S,12,,
,7/24/17,M-4-S,26,19,
,7/24/17,M-4-S,31,N/A,
,7/24/17,M-4-S,41,23,
,7/28/17,M-4-C,49,27,
,7/28/17,M-4-C,48,25,
,7/28/17,M-4-C,30,17,
,7/28/17,M-4-C,19,24,
,7/28/17,M-4-C,3,N/A,
,7/28/17,M-4-N,38,23,
,7/28/17,M-4-N,28,N/A,
,7/28/17,M-4-N,18,25,
,7/28/17,M-4-N,6,N/A,
,7/28/17,M-4-N,2,N/A,
,7/28/17,M-S,44,N/A,
,7/28/17,M-S,31,N/A,
,7/28/17,M-S,19,N/A,
,7/28/17,M-S,16,N/A,
,7/28/17,M-S,15,N/A,
